NSE Symbol,Yahoo Code,Security Name
ZENITHINFO,ZENITHINF.NS,Zenith Infotech Limited
ZENSARTECH,ZENSARTEC.NS,Zensar Technologies Limited
ZICOM,ZICOM.NS,Zicom Electronic Security Systems Limited
ZODIACLOTH,ZODIACLOT.NS,Zodiac Clothing Company Limited
ZUARIAGRO,ZUARIAGRO.NS,Zuari Industries Limited
ZYDUSWELL,ZYDUSWELL.NS,Zydus Wellness Limited
ZYLOG,ZYLOG.NS,Zylog Systems Limited
ABAN,ABAN.NS,Aban Offshore Limited
ABB,ABB.NS,ABB Limited
ABIRLANUVO,ABIRLANUV.NS,Aditya Birla Nuvo Limited
ACC,ACC.NS,ACC Limited
ADANIENT,ADANIENT.NS,Adani Enterprises Limited
ADANIPORTS,ADANIPORT.NS,Adani Ports and Special Economic Zone Limited
ADANIPOWER,ADANIPOWE.NS,Adani Power Limited
AIL,AIL.NS,Alstom India Limited 
ALBK,ALBK.NS,Allahabad Bank
ALOKTEXT,ALOKTEXT.NS,Alok Industries Limited
AMBUJACEM,AMBUJACEM.NS,Ambuja Cements Limited
ANDHRABANK,ANDHRABAN.NS,Andhra Bank
APOLLOTYRE,APOLLOTYR.NS,Apollo Tyres Limited
ARVIND,ARVIND.NS,Arvind Limited
ASHOKLEY,ASHOKLEY.NS,Ashok Leyland Limited
ASIANPAINT,ASIANPAIN.NS,Asian Paints Limited
AUROPHARMA,AUROPHARM.NS,Aurobindo Pharma Limited
AXISBANK,AXISBANK.NS,Axis Bank Limited
BAJAJ-AUTO,BAJAJ-AUT.NS,Bajaj Auto Limited
BAJAJHIND,BAJAJHIND.NS,Bajaj Hindusthan Limited
BAJAJHLDNG,BAJAJHLDN.NS,Bajaj Holdings & Investment Limited
BALRAMCHIN,BALRAMCHI.NS,Balrampur Chini Mills Limited
BANKBARODA,BANKBAROD.NS,Bank of Baroda
BANKINDIA,BANKINDIA.NS,Bank of India
BATAINDIA,BATAINDIA.NS,Bata India Limited
BEL,BEL.NS,Bharat Electronics Limited
BEML,BEML.NS,BEML Limited
BFUTILITIE,BFUTILITI.NS,BF Utilities Limited
BGRENERGY,BGRENERGY.NS,BGR Energy Systems Limited
BHARATFORG,BHARATFOR.NS,Bharat Forge Limited
BHARTIARTL,BHARTIART.NS,Bharti Airtel Limited
BHEL,BHEL.NS,Bharat Heavy Electricals Limited
BHUSANSTL,BHUSANSTL.NS,Bhushan Steel Limited
BIOCON,BIOCON.NS,Biocon Limited
BOMDYEING,BOMDYEING.NS,Bombay Dyeing & Mfg Company Limited
BOSCHLTD,BOSCHLTD.NS,Bosch Limited
BPCL,BPCL.NS,Bharat Petroleum Corporation Limited
CAIRN,CAIRN.NS,Cairn India Limited
CANBK,CANBK.NS,Canara Bank
CENTRALBK,CENTRALBK.NS,Central Bank of India
CENTURYTEX,CENTURYTE.NS,Century Textiles & Industries Limited
CESC,CESC.NS,CESC Limited
CHAMBLFERT,CHAMBLFER.NS,Chambal Fertilizers & Chemicals Limited
CIPLA,CIPLA.NS,Cipla Limited
CMC,CMC.NS,CMC Limited
COALINDIA,COALINDIA.NS,Coal India Limited
COLPAL,COLPAL.NS,Colgate Palmolive (India) Limited
COREEDUTEC,COREEDUTE.NS,CORE Education & Technologies Limited
CROMPGREAV,CROMPGREA.NS,Crompton Greaves Limited
CUMMINSIND,CUMMINSIN.NS,Cummins India Limited
DABUR,DABUR.NS,Dabur India Limited
DCB,DCB.NS,Development Credit Bank Limited
DELTACORP,DELTACORP.NS,Delta Corp Limited
DENABANK,DENABANK.NS,Dena Bank
DISHTV,DISHTV.NS,Dish TV India Limited
DIVISLAB,DIVISLAB.NS,Divi's Laboratories Limited
DLF,DLF.NS,DLF Limited
DRREDDY,DRREDDY.NS,Dr. Reddy's Laboratories Limited
ECLERX,ECLERX.NS,eClerx Services Limited
EDUCOMP,EDUCOMP.NS,Educomp Solutions Limited
ESCORTS,ESCORTS.NS,Escorts Limited
ESSAROIL,ESSAROIL.NS,Essar Oil Limited
EXIDEIND,EXIDEIND.NS,Exide Industries Limited
FEDERALBNK,FEDERALBN.NS,The Federal Bank Limited
FINANTECH,FINANTECH.NS,Financial Technologies (India) Limited
FORTIS,FORTIS.NS,Fortis Healthcare (India) Limited
GAIL,GAIL.NS,GAIL (India) Limited
GESHIP,GESHIP.NS,The Great Eastern Shipping Company Limited
GLAXO,GLAXO.NS,GlaxoSmithKline Pharmaceuticals Limited
GMDCLTD,GMDCLTD.NS,Gujarat Mineral Development Corporation Limited
GMRINFRA,GMRINFRA.NS,GMR Infrastructure Limited
GODREJIND,GODREJIND.NS,Godrej Industries Limited
GRASIM,GRASIM.NS,Grasim Industries Limited
GSPL,GSPL.NS,Gujarat State Petronet Limited
GUJFLUORO,GUJFLUORO.NS,Gujarat Fluorochemicals Limited
GVKPIL,GVKPIL.NS,GVK Power & Infrastructure Limited
HAVELLS,HAVELLS.NS,Havells India Limited
HCC,HCC.NS,Hindustan Construction Company Limited
HCL-INSYS,HCL-INSYS.NS,HCL Infosystems Limited
HCLTECH,HCLTECH.NS,HCL Technologies Limited
HDFC,HDFC.NS,Housing Development Finance Corporation Limited
HDFCBANK,HDFCBANK.NS,HDFC Bank Limited
HDIL,HDIL.NS,Housing Development and Infrastructure Limited
HEROMOTOCO,HEROMOTOC.NS,Hero MotoCorp Limited
HEXAWARE,HEXAWARE.NS,Hexaware Technologies Limited
HINDALCO,HINDALCO.NS,Hindalco Industries Limited
HINDOILEXP,HINDOILEX.NS,Hindustan Oil Exploration Company Limited
HINDPETRO,HINDPETRO.NS,Hindustan Petroleum Corporation Limited
HINDUNILVR,HINDUNILV.NS,Hindustan Unilever Limited
HINDZINC,HINDZINC.NS,Hindustan Zinc Limited
IBREALEST,IBREALEST.NS,Indiabulls Real Estate Limited
ICICIBANK,ICICIBANK.NS,ICICI Bank Limited
IDBI,IDBI.NS,IDBI Bank Limited
IDEA,IDEA.NS,Idea Cellular Limited
IDFC,IDFC.NS,Infrastructure Development Finance Company Limited
IFCI,IFCI.NS,IFCI Limited
IGL,IGL.NS,Indraprastha Gas Limited
INDHOTEL,INDHOTEL.NS,The Indian Hotels Company Limited
INDIACEM,INDIACEM.NS,The India Cements Limited
INDIAINFO,INDIAINFO.NS,India Infoline Limited
INDIANB,INDIANB.NS,Indian Bank
INDUSINDBK,INDUSINDB.NS,IndusInd Bank Limited
INFY,INFY.NS,Infosys Limited
IOB,IOB.NS,Indian Overseas Bank
IOC,IOC.NS,Indian Oil Corporation Limited
IRB,IRB.NS,IRB Infrastructure Developers Limited
ITC,ITC.NS,ITC Limited
IVRCLINFRA,IVRCLINFR.NS,IVRCL Limited
JETAIRWAYS,JETAIRWAY.NS,Jet Airways (India) Limited
JINDALSAW,JINDALSAW.NS,Jindal Saw Limited
JINDALSTEL,JINDALSTE.NS,Jindal Steel & Power Limited
JISLJALEQS,JISLJALEQ.NS,Jain Irrigation Systems Limited
JPASSOCIAT,JPASSOCIA.NS,Jaiprakash Associates Limited
JPPOWER,JPPOWER.NS,Jaiprakash Power Ventures Limited
JSWENERGY,JSWENERGY.NS,JSW Energy Limited
JSWISPAT,JSWISPAT.NS,JSW ISPAT Steel Limited
JSWSTEEL,JSWSTEEL.NS,JSW Steel Limited
JUBLFOOD,JUBLFOOD.NS,Jubilant Foodworks Limited
KOTAKBANK,KOTAKBANK.NS,Kotak Mahindra Bank Limited
KTKBANK,KTKBANK.NS,The Karnataka Bank Limited
LICHSGFIN,LICHSGFIN.NS,LIC Housing Finance Limited
LITL,LITL.NS,Lanco Infratech Limited
LT,LT.NS,Larsen & Toubro Limited
LUPIN,LUPIN.NS,Lupin Limited
M&M,M&M.NS,Mahindra & Mahindra Limited
MARUTI,MARUTI.NS,Maruti Suzuki India Limited
MAX,MAX.NS,Max India Limited
MCDOWELL-N,MCDOWELL-.NS,United Spirits Limited
MCLEODRUSS,MCLEODRUS.NS,Mcleod Russel India Limited
MINDTREE,MINDTREE.NS,MindTree Limited
MPHASIS,MPHASIS.NS,MphasiS Limited
MRF,MRF.NS,MRF Limited
MRPL,MRPL.NS,Mangalore Refinery and Petrochemicals Limited
MTNL,MTNL.NS,Mahanagar Telephone Nigam Limited
NAGAROIL,NAGAROIL.NS,Nagarjuna Oil Refinery Limited
NAUKRI,NAUKRI.NS,Info Edge (India) Limited
NCC,NCC.NS,NCC Limited
NHPC,NHPC.NS,NHPC Limited
NMDC,NMDC.NS,NMDC Limited
NTPC,NTPC.NS,NTPC Limited
OFSS,OFSS.NS,Oracle Financial Services Software Limited
OIL,OIL.NS,Oil India Limited
ONGC,ONGC.NS,Oil & Natural Gas Corporation Limited
ONMOBILE,ONMOBILE.NS,OnMobile Global Limited
OPTOCIRCUI,OPTOCIRCU.NS,Opto Circuits (India) Limited
ORCHIDCHEM,ORCHIDCHE.NS,Orchid Chemicals & Pharmaceuticals Limited
ORIENTBANK,ORIENTBAN.NS,Oriental Bank of Commerce
PANTALOONR,PANTALOON.NS,Pantaloon Retail (India) Limited
PATELENG,PATELENG.NS,Patel Engineering Limited
PETRONET,PETRONET.NS,Petronet LNG Limited
PFC,PFC.NS,Power Finance Corporation Limited
PIRHEALTH,PIRHEALTH.NS,Piramal Healthcare Limited
PNB,PNB.NS,Punjab National Bank
POLARIS,POLARIS.NS,Polaris Financial Technology Limited
POWERGRID,POWERGRID.NS,Power Grid Corporation of India Limited
PRAJIND,PRAJIND.NS,Praj Industries Limited
PTC,PTC.NS,PTC India Limited
PUNJLLOYD,PUNJLLOYD.NS,Punj Lloyd Limited
RANBAXY,RANBAXY.NS,Ranbaxy Laboratories Limited
RAYMOND,RAYMOND.NS,Raymond Limited
RCOM,RCOM.NS,Reliance Communications Limited
RECLTD,RECLTD.NS,Rural Electrification Corporation Limited
RELCAPITAL,RELCAPITA.NS,Reliance Capital Limited
RELIANCE,RELIANCE.NS,Reliance Industries Limited
RELINFRA,RELINFRA.NS,Reliance Infrastructure Limited
RENUKA,RENUKA.NS,Shree Renuka Sugars Limited
ROLTA,ROLTA.NS,Rolta India Limited
RPOWER,RPOWER.NS,Reliance Power Limited
RUCHISOYA,RUCHISOYA.NS,Ruchi Soya Industries Limited
SAIL,SAIL.NS,Steel Authority of India Limited
SBIN,SBIN.NS,State Bank of India
SCI,SCI.NS,Shipping Corporation Of India Limited
SESAGOA,SESAGOA.NS,Sesa Goa Limited
SIEMENS,SIEMENS.NS,Siemens Limited
SINTEX,SINTEX.NS,Sintex Industries Limited
SKUMARSYNF,SKUMARSYN.NS,S. Kumars Nationwide Limited
SOBHA,SOBHA.NS,Sobha Developers Limited
SOUTHBANK,SOUTHBANK.NS,The South Indian Bank Limited
SREINFRA,SREINFRA.NS,SREI Infrastructure Finance Limited
SRTRANSFIN,SRTRANSFI.NS,Shriram Transport Finance Company Limited
STER,STER.NS,Sterlite Industries ( India ) Limited
STRTECH,STRTECH.NS,Sterlite Technologies Limited
SUNPHARMA,SUNPHARMA.NS,Sun Pharmaceuticals Industries Limited
SUNTV,SUNTV.NS,Sun TV Network Limited
SUZLON,SUZLON.NS,Suzlon Energy Limited
SYNDIBANK,SYNDIBANK.NS,Syndicate Bank
TATACHEM,TATACHEM.NS,Tata Chemicals Limited
TATACOFFEE,TATACOFFE.NS,Tata Coffee Limited
TATACOMM,TATACOMM.NS,Tata Communications Limited
TATAGLOBAL,TATAGLOBA.NS,Tata Global Beverages Limited
TATAMOTORS,TATAMOTOR.NS,Tata Motors Limited
TATAMTRDVR,TATAMTRDV.NS,Tata Motors Limited
TATAPOWER,TATAPOWER.NS,Tata Power Company Limited
TATASTEEL,TATASTEEL.NS,Tata Steel Limited
TCS,TCS.NS,Tata Consultancy Services Limited
TECHM,TECHM.NS,Tech Mahindra Limited
TITAN,TITAN.NS,Titan Industries Limited
TTKPRESTIG,TTKPRESTI.NS,TTK Prestige Limited
TTML,TTML.NS,Tata Teleservices (Maharashtra) Limited
TULIP,TULIP.NS,Tulip Telecom Limited
TVSMOTOR,TVSMOTOR.NS,TVS Motor Company Limited
UCOBANK,UCOBANK.NS,UCO Bank
ULTRACEMCO,ULTRACEMC.NS,UltraTech Cement Limited
UNIONBANK,UNIONBANK.NS,Union Bank of India
UNIPHOS,UNIPHOS.NS,United Phosphorus Limited
UNITECH,UNITECH.NS,Unitech Limited
VIDEOIND,VIDEOIND.NS,Videocon Industries Limited
VIJAYABANK,VIJAYABAN.NS,Vijaya Bank
VIPIND,VIPIND.NS,VIP Industries Limited
VOLTAS,VOLTAS.NS,Voltas Limited
WELCORP,WELCORP.NS,Welspun Corp Limited
WIPRO,WIPRO.NS,Wipro Limited
YESBANK,YESBANK.NS,Yes Bank Limited
ZEEL,ZEEL.NS,Zee Entertainment Enterprises Limited
